Issuer,Sovereignity Type,Sector,TRBC Sector,Region,Income Group,Development Status,Country,ISO3,Generalised Bond Type,Specified Green Bond Type,Year,Issuance Currency,Issued Amount (USD),Coupon Class,Coupon,Average Int. Rate of Govt. Debt (Private),FED Rate,ESG Score, Environmental Score 
CYPARK REF SDN BHD,Non-Sovereign,Private Institution,Electric Utilities (NEC),,,,,,Green Bond,CBI Aligned Green bond,2019,Malaysian Ringgit,6761325,Fixed Coupon,5.5,,2.2,,
SOCIETE GENERALE (TAIPEI BRANCH),Non-Sovereign,Private Institution,Banks (NEC),,,,,,Green Bond,CBI Aligned Green bond,2019,Taiwanese Dollar,24366472,Fixed Coupon,1.4,,2.2,,
TELEKOSANG HYDRO ONE SDN BHD,Non-Sovereign,Private Institution,Hydroelectric & Tidal Utilities,,,,,,Green Bond,CBI Aligned Green bond,2019,Malaysian Ringgit,9015100,Fixed Coupon,5.5,,2.2,,
INTERNATIONAL BANK FOR RECONSTRUCTION AND DEVELOPMENT,Non-Sovereign,Private Institution,Banks (NEC),,,,,,Sustainability Bond,,2019,US Dollar,500000,Discount/Zero Coupon,0.0,,2.2,,
NEDERLANDSE WATERSCHAPSBANK NV,Non-Sovereign,Private Institution,Banks (NEC),,,,,,Green Bond,CBI Aligned Green bond,2019,Euro,516350000,Fixed Coupon,0.0,,2.2,,
EUROFIMA EUROPEAN COMPANY FOR THE FINANCING OF RAILROAD ROLLING STOCK,Non-Sovereign,Private Institution,Commercial Loans,,,,,,Green Bond,CBI Aligned Green bond,2019,Euro,2065400000,Fixed Coupon,0.2,,2.2,,
OTTO GMBH & CO KG,Non-Sovereign,Private Institution,Department Stores (NEC),,,,,,Sustainability Bond,,2019,Euro,15490500,Fixed Coupon,3.2,,2.2,,
EDRA SOLAR SDN BHD,Non-Sovereign,Private Institution,Solar Electric Utilities,,,,,,Sustainability Bond,,2019,Malaysian Ringgit,7888213,Fixed Coupon,4.9,,2.2,,
ENEL FINANCE INTERNATIONAL NV,Non-Sovereign,Private Institution,Electric Utilities (NEC),,,,,,Sustainability Bond,,2019,Euro,516350000,Fixed Coupon,1.1,,2.2,,
ACTION LOGEMENT SERVICES SAS,Non-Sovereign,Private Institution,Consumer Lending (NEC),,,,,,Sustainability Bond,,2019,Euro,1032700000,Fixed Coupon,0.5,,2.2,,
UDR INC,Non-Sovereign,Private Institution,Residential REITs,,,,,,Green Bond,Self-Labeled Green Bond,2019,US Dollar,300000000,Fixed Coupon,3.1,,2.2,,
OERSTED WIND POWER TW HOLDING A/S,Non-Sovereign,Private Institution,Wind Electric Utilities,,,,,,Green Bond,CBI Aligned Green bond,2019,Taiwanese Dollar,243664717,Fixed Coupon,1.5,,2.2,,
MERLIN PROPERTIES SOCIMI SA,Non-Sovereign,Private Institution,Commercial REITs (NEC),,,,,,Green Bond,Self-Labeled Green Bond,2019,Euro,619620000,Fixed Coupon,1.9,,2.2,,
CREDIT AGRICOLE CORPORATE AND INVESTMENT BANK SA,Non-Sovereign,Private Institution,Banks (NEC),,,,,,Green Bond,Self-Labeled Green Bond,2019,Australian Dollar,15677500,Fixed Coupon,2.8,,2.2,,
WUHAN METRO GROUP CO LTD,Non-Sovereign,Private Institution,Commuting Services,,,,,,Green Bond,CBI Aligned Green bond,2019,Chinese Yuan,168765950,Variable Coupon,2.5,,2.2,,
EUROPEAN BANK FOR RECONSTRUCTION AND DEVELOPMENT,Non-Sovereign,Private Institution,Banks (NEC),,,,,,Green Bond,Self-Labeled Green Bond,2019,Euro,51635000,Fixed Coupon,0.6,,2.2,,
INTERNATIONAL BANK FOR RECONSTRUCTION AND DEVELOPMENT,Non-Sovereign,Private Institution,Banks (NEC),,,,,,Sustainability Bond,,2019,Euro,619620000,Fixed Coupon,0.5,,2.2,,
CYPARK REF SDN BHD,Non-Sovereign,Private Institution,Electric Utilities (NEC),,,,,,Green Bond,CBI Aligned Green bond,2019,Malaysian Ringgit,7888213,Fixed Coupon,5.6,,2.2,,
NATIXIS SA,Non-Sovereign,Private Institution,Diversified Investment Services,,,,,,Green Bond,CBI Aligned Green bond,2019,Euro,15490500,Floating Coupon,0.2,,2.2,,
TELEKOSANG HYDRO ONE SDN BHD,Non-Sovereign,Private Institution,Hydroelectric & Tidal Utilities,,,,,,Green Bond,CBI Aligned Green bond,2019,Malaysian Ringgit,9015100,Fixed Coupon,5.6,,2.2,,
SCOTTISH HYDRO ELECTRIC TRANSMISSION PLC,Non-Sovereign,Private Institution,Electric Utilities (NEC),,,,,,Green Bond,CBI Aligned Green bond,2019,British Pound,434315000,Fixed Coupon,2.3,,2.2,,
SNCF RESEAU SA,Non-Sovereign,Private Institution,Railway Operators,,,,,,Green Bond,CBI Certified Green Bond,2019,Euro,1549050000,Fixed Coupon,0.8,,2.2,,
CYPARK REF SDN BHD,Non-Sovereign,Private Institution,Electric Utilities (NEC),,,,,,Green Bond,CBI Aligned Green bond,2019,Malaysian Ringgit,7888213,Fixed Coupon,5.7,,2.2,,
BAZALGETTE FINANCE PLC,Non-Sovereign,Private Institution,Construction & Engineering (NEC),,,,,,Green Bond,CBI Aligned Green bond,2019,British Pound,93067500,Fixed Coupon,0.0,,2.2,,
TELEKOSANG HYDRO ONE SDN BHD,Non-Sovereign,Private Institution,Hydroelectric & Tidal Utilities,,,,,,Green Bond,CBI Aligned Green bond,2019,Malaysian Ringgit,10141988,Fixed Coupon,5.7,,2.2,,
CYPARK REF SDN BHD,Non-Sovereign,Private Institution,Electric Utilities (NEC),,,,,,Green Bond,CBI Aligned Green bond,2019,Malaysian Ringgit,9015100,Fixed Coupon,5.7,,2.2,,
TELEKOSANG HYDRO ONE SDN BHD,Non-Sovereign,Private Institution,Hydroelectric & Tidal Utilities,,,,,,Green Bond,CBI Aligned Green bond,2019,Malaysian Ringgit,10141988,Fixed Coupon,5.8,,2.2,,
EDRA SOLAR SDN BHD,Non-Sovereign,Private Institution,Solar Electric Utilities,,,,,,Green Bond,CBI Aligned Green bond,2019,Malaysian Ringgit,11268875,Fixed Coupon,5.1,,2.2,,
TUIN ZONNE ORIGEN SA,Non-Sovereign,Private Institution,Construction & Engineering (NEC),,,,,,Green Bond,CBI Aligned Green bond,2019,Euro,241756103,Fixed Coupon,2.6,,2.2,,
CYPARK REF SDN BHD,Non-Sovereign,Private Institution,Electric Utilities (NEC),,,,,,Green Bond,CBI Aligned Green bond,2019,Malaysian Ringgit,9015100,Fixed Coupon,5.8,,2.2,,
TUIN ZONNE ORIGEN SA,Non-Sovereign,Private Institution,Construction & Engineering (NEC),,,,,,Green Bond,CBI Aligned Green bond,2019,Euro,35111800,Fixed Coupon,2.6,,2.2,,
TELEKOSANG HYDRO ONE SDN BHD,Non-Sovereign,Private Institution,Hydroelectric & Tidal Utilities,,,,,,Green Bond,CBI Aligned Green bond,2019,Malaysian Ringgit,13522650,Discount/Zero Coupon,0.0,,2.2,,
FORTINI INVESTMENTS SA,Non-Sovereign,Private Institution,Management Consulting Services,,,,,,Green Bond,CBI Aligned Green bond,2019,Euro,134339812,Fixed Coupon,2.3,,2.2,,
P&A PUBLIC LIGHTING SPA,Non-Sovereign,Private Institution,Construction & Engineering (NEC),,,,,,Green Bond,CBI Aligned Green bond,2019,Euro,12134225,Floating Coupon,6.0,,2.2,,
INCORPORATED ADMINISTRATIVE AGENCY JAPAN HOUSING FINANCE AGENCY,Non-Sovereign,Private Institution,Consumer Lending (NEC),,,,,,Green Bond,CBI Aligned Green bond,2019,Japanese Yen,66050198,Fixed Coupon,0.5,,2.2,,
CONCORDIA UNIVERSITY,Non-Sovereign,Private Institution,Universities,,,,,,Green Bond,CBI Aligned Green bond,2019,Canadian Dollar,17489856,Fixed Coupon,3.6,,2.2,,
EUROPEAN BANK FOR RECONSTRUCTION AND DEVELOPMENT,Non-Sovereign,Private Institution,Banks (NEC),,,,,,Green Bond,CBI Aligned Green bond,2019,Euro,10327000,Fixed Coupon,0.1,,2.2,,
VASAKRONAN AB (PUBL),Non-Sovereign,Private Institution,Real Estate Rental. Development & Operations (NEC),,,,,,Green Bond,CBI Aligned Green bond,2019,Japanese Yen,66050198,Fixed Coupon,1.0,,2.2,,
VASAKRONAN AB (PUBL),Non-Sovereign,Private Institution,Real Estate Rental. Development & Operations (NEC),,,,,,Green Bond,CBI Aligned Green bond,2019,Swedish Krona,18282204,Fixed Coupon,2.8,,2.2,,
INTERNATIONAL BANK FOR RECONSTRUCTION AND DEVELOPMENT,Non-Sovereign,Private Institution,Banks (NEC),,,,,,Sustainability Bond,,2019,Euro,206540000,Range Coupon,1.3,,2.2,,
VASAKRONAN AB (PUBL),Non-Sovereign,Private Institution,Real Estate Rental. Development & Operations (NEC),,,,,,Green Bond,CBI Aligned Green bond,2019,Euro,10327000,Fixed Coupon,1.9,,2.2,,
TENNET HOLDING BV,Non-Sovereign,Private Institution,Electric Utilities (NEC),,,,,,Green Bond,CBI Aligned Green bond,2019,Euro,774525000,Fixed Coupon,1.5,,2.2,,
KOREA HYDRO & NUCLEAR POWER CO LTD,Non-Sovereign,Private Institution,Nuclear Utilities,,,,,,Social Bond,,2019,South Korean Won,82562748,Fixed Coupon,1.8,,2.2,,
DEPARTMENT OF EURE,Non-Sovereign,Government,Public Finance Activities,,,,,,Social Bond,,2019,Euro,20654000,Fixed Coupon,1.1,,2.2,,
JAPAN INTERNATIONAL COOPERATION AGENCY,Non-Sovereign,International Institution,National Security & International Affairs,,,,,,Social Bond,,2019,Japanese Yen,66050198,Fixed Coupon,0.3,,2.2,,
ANGLIAN WATER SERVICES FINANCING PLC,Non-Sovereign,Private Institution,Water & Related Utilities (NEC),,,,,,Green Bond,CBI Aligned Green bond,2019,Japanese Yen,46235139,Fixed Coupon,0.9,,2.2,,
ENGIE SA,Non-Sovereign,Private Institution,Multiline Utilities,,,,,,Green Bond,CBI Aligned Green bond,2019,Euro,774525000,Fixed Coupon,1.4,,2.2,,
CYPARK REF SDN BHD,Non-Sovereign,Private Institution,Electric Utilities (NEC),,,,,,Green Bond,CBI Aligned Green bond,2019,Malaysian Ringgit,9015100,Fixed Coupon,5.9,,2.2,,
INCORPORATED ADMINISTRATIVE AGENCY JAPAN HOUSING FINANCE AGENCY,Non-Sovereign,Private Institution,Consumer Lending (NEC),,,,,,Green Bond,CBI Aligned Green bond,2019,Japanese Yen,66050198,Fixed Coupon,0.3,,2.2,,
NORDDEUTSCHE LANDESBANK - GIROZENTRALE -,Non-Sovereign,Private Institution,Banks (NEC),,,,,,Green Bond,CBI Aligned Green bond,2019,Euro,5163500,Fixed Coupon,1.6,,2.2,,
TELEKOSANG HYDRO ONE SDN BHD,Non-Sovereign,Private Institution,Hydroelectric & Tidal Utilities,,,,,,Green Bond,CBI Aligned Green bond,2019,Malaysian Ringgit,13522650,Discount/Zero Coupon,0.0,,2.2,,
JAPAN RAILWAY CONSTRUCTION TRANSPORT AND TECHNOLOGY AGENCY,Non-Sovereign,Private Institution,Passenger Transportation. Ground & Sea (NEC),,,,,,Green Bond,CBI Certified Green Bond,2019,Japanese Yen,92470277,Fixed Coupon,0.2,,2.2,,
VASAKRONAN AB (PUBL),Non-Sovereign,Private Institution,Real Estate Rental. Development & Operations (NEC),,,,,,Green Bond,CBI Aligned Green bond,2019,Swedish Krona,9141102,Fixed Coupon,1.7,,2.2,,
KOREA STUDENT AID FOUNDATION,Non-Sovereign,Non-governmental Organization,Charity Organizations,,,,,,Social Bond,,2019,South Korean Won,41281374,Fixed Coupon,1.4,,2.2,,
VASAKRONAN AB (PUBL),Non-Sovereign,Private Institution,Real Estate Rental. Development & Operations (NEC),,,,,,Green Bond,CBI Aligned Green bond,2019,Australian Dollar,15677500,Fixed Coupon,3.1,,2.2,,
GANSU  PROVINCE OF,Non-Sovereign,Government,Public Finance Activities,,,,,,Green Bond,Self-Labeled Green Bond,2019,Chinese Yuan,57627398,Fixed Coupon,3.7,,2.2,,
WUHAN METRO GROUP CO LTD,Non-Sovereign,Private Institution,Commuting Services,,,,,,Green Bond,Self-Labeled Green Bond,2019,Chinese Yuan,274416180,Fixed Coupon,4.5,,2.2,,
TORONTO  CITY OF,Non-Sovereign,Government,Government & Government Finance (NEC),,,,,,Green Bond,CBI Aligned Green bond,2019,Canadian Dollar,230866098,Fixed Coupon,2.6,,2.2,,
ADANI RENEWABLE ENERGY (RJ) LTD,Non-Sovereign,Private Institution,Electric Utilities (NEC),,,,,,Green Bond,CBI Aligned Green bond,2019,US Dollar,362500000,Fixed Coupon,4.6,,2.2,,
ADANI RENEWABLE ENERGY (RJ) LTD,Non-Sovereign,Private Institution,Electric Utilities (NEC),,,,,,Green Bond,CBI Aligned Green bond,2019,US Dollar,362500000,Fixed Coupon,4.6,,2.2,,
INCORPORATED ADMINISTRATIVE AGENCY JAPAN HOUSING FINANCE AGENCY,Non-Sovereign,Private Institution,Consumer Lending (NEC),,,,,,Green Bond,CBI Aligned Green bond,2019,Japanese Yen,66050198,Fixed Coupon,0.2,,2.2,,
VASAKRONAN AB (PUBL),Non-Sovereign,Private Institution,Real Estate Rental. Development & Operations (NEC),,,,,,Green Bond,CBI Aligned Green bond,2019,Euro,30981000,Fixed Coupon,1.1,,2.2,,
INTERNATIONAL BANK FOR RECONSTRUCTION AND DEVELOPMENT,Non-Sovereign,Private Institution,Banks (NEC),,,,,,Sustainability Bond,,2019,Euro,258175000,Fixed Coupon,0.7,,2.2,,
ASIAN DEVELOPMENT BANK,Non-Sovereign,International Institution,National Security & International Affairs,,,,,,Social Bond,,2019,Swedish Krona,45705510,Fixed Coupon,1.1,,2.2,,
INTERNATIONAL BANK FOR RECONSTRUCTION AND DEVELOPMENT,Non-Sovereign,Private Institution,Banks (NEC),,,,,,Green Bond,CBI Aligned Green bond,2019,Danish Krone,553824853,Fixed Coupon,0.2,,2.2,,
KOMMUNEKREDIT,Non-Sovereign,Private Institution,Corporate Financial Services (NEC),,,,,,Green Bond,CBI Aligned Green bond,2019,Euro,516350000,Fixed Coupon,0.6,,2.2,,
NORTH-RHINE WESTPHALIA  STATE OF,Non-Sovereign,Government,Government & Government Finance (NEC),,,,,,Sustainability Bond,,2019,Euro,1549050000,Fixed Coupon,0.5,,2.2,,
JAPAN RAILWAY CONSTRUCTION TRANSPORT AND TECHNOLOGY AGENCY,Non-Sovereign,Private Institution,Passenger Transportation. Ground & Sea (NEC),,,,,,Green Bond,CBI Certified Green Bond,2019,Japanese Yen,66050198,Fixed Coupon,0.3,,2.2,,
GENEVA  CANTON OF,Non-Sovereign,Government,Public Finance Activities,,,,,,Green Bond,CBI Aligned Green bond,2019,Swiss Franc,219925225,Fixed Coupon,0.3,,2.2,,
INTERNATIONAL BANK FOR RECONSTRUCTION AND DEVELOPMENT,Non-Sovereign,Private Institution,Banks (NEC),,,,,,Sustainability Bond,,2019,Euro,41308000,Fixed Coupon,0.9,,2.2,,
TRANSMISSORA ALIANCA DE ENERGIA ELETRICA S/A,Non-Sovereign,Private Institution,Electric Utilities (NEC),,,,,,Green Bond,CBI Aligned Green bond,2019,Brazilian Real,51672465,Fixed Coupon,4.8,,2.2,,
NETHERLANDS  KINGDOM OF THE (GOVERNMENT),Sovereign,Government,Government & Government Finance (NEC),Europe & Central Asia,High income,Developed,Netherlands,NLD,Green Bond,CBI Certified Green Bond,2019,Euro,16203445099,Fixed Coupon,0.5,,2.2,86.9, 86.6 
MORHOMES PLC,Non-Sovereign,Private Institution,Corporate Financial Services (NEC),,,,,,Social Bond,,2019,British Pound,600967870,Fixed Coupon,3.4,,2.2,,
CYPARK REF SDN BHD,Non-Sovereign,Private Institution,Electric Utilities (NEC),,,,,,Green Bond,CBI Aligned Green bond,2019,Malaysian Ringgit,10141988,Fixed Coupon,6.0,,2.2,,
YORKSHIRE WATER FINANCE PLC,Non-Sovereign,Private Institution,Water & Related Utilities (NEC),,,,,,Sustainability Bond,,2019,British Pound,899652500,Fixed Coupon,2.8,,2.2,,
EUROPEAN INVESTMENT BANK,Non-Sovereign,Private Institution,Banks (NEC),,,,,,Green Bond,CBI Aligned Green bond,2019,Euro,1807225000,Fixed Coupon,1.0,,2.2,,
SOLO SOLE SRL,Non-Sovereign,Private Institution,Electric Utilities (NEC),,,,,,Green Bond,Self-Labeled Green Bond,2019,Euro,4850009,Floating Coupon,6.2,,2.2,,
AGUAS ANDINAS SA,Non-Sovereign,Private Institution,Water & Related Utilities (NEC),,,,,,Green Bond,CBI Aligned Green bond,2019,Chilean Unidad de Fomento,79304342,Fixed Coupon,2.5,,2.2,,
FLEMISH  COMMUNITY OF,Non-Sovereign,Government,Public Finance Activities,,,,,,Sustainability Bond,,2019,Euro,1032700000,Fixed Coupon,1.5,,2.2,,
VASAKRONAN AB (PUBL),Non-Sovereign,Private Institution,Real Estate Rental. Development & Operations (NEC),,,,,,Green Bond,CBI Aligned Green bond,2019,Euro,103270000,Fixed Coupon,2.3,,2.2,,
NAVARRE  CHARTERED COMMUNITY OF,Non-Sovereign,Government,Public Finance Activities,,,,,,Sustainability Bond,,2019,Euro,51635000,Fixed Coupon,2.1,,2.2,,
TRANSMISSORA ALIANCA DE ENERGIA ELETRICA S/A,Non-Sovereign,Private Institution,Electric Utilities (NEC),,,,,,Green Bond,CBI Aligned Green bond,2019,Brazilian Real,36170726,Fixed Coupon,5.5,,2.2,,
VASAKRONAN AB (PUBL),Non-Sovereign,Private Institution,Real Estate Rental. Development & Operations (NEC),,,,,,Green Bond,CBI Aligned Green bond,2019,Swedish Krona,25869319,Fixed Coupon,2.4,,2.2,,
TRANSMISSORA ALIANCA DE ENERGIA ELETRICA S/A,Non-Sovereign,Private Institution,Electric Utilities (NEC),,,,,,Green Bond,CBI Aligned Green bond,2019,Brazilian Real,87664060,Fixed Coupon,4.5,,2.2,,
INTERNATIONAL BANK FOR RECONSTRUCTION AND DEVELOPMENT,Non-Sovereign,Private Institution,Banks (NEC),,,,,,Sustainability Bond,,2019,Swedish Krona,22852755,Fixed Coupon,1.0,,2.2,,
MACQUARIE UNIVERSITY,Non-Sovereign,Private Institution,Universities,,,,,,Sustainability Bond,,2019,Australian Dollar,56439000,Fixed Coupon,3.1,,2.2,,
JANAUBA TRANSMISSORA DE ENERGIA ELETRICA SA,Non-Sovereign,Private Institution,Electric Utilities (NEC),,,,,,Green Bond,CBI Aligned Green bond,2019,Brazilian Real,99038892,Fixed Coupon,4.8,,2.2,,
TSM TRANSMISSORA DA SERRA DA MANTIQUEIRA SA,Non-Sovereign,Private Institution,Electric Utilities (NEC),,,,,,Green Bond,CBI Aligned Green bond,2019,Brazilian Real,91288022,Fixed Coupon,4.5,,2.2,,
SNCF RESEAU SA,Non-Sovereign,Private Institution,Railway Operators,,,,,,Green Bond,Self-Labeled Green Bond,2019,Euro,258175000,Fixed Coupon,2.3,,2.2,,
SNCF RESEAU SA,Non-Sovereign,Private Institution,Railway Operators,,,,,,Green Bond,Self-Labeled Green Bond,2019,Euro,258175000,Fixed Coupon,2.3,,2.2,,
ONTARIO POWER GENERATION INC,Non-Sovereign,Private Institution,Electric Utilities (NEC),,,,,,Green Bond,CBI Aligned Green bond,2019,Canadian Dollar,349797118,Fixed Coupon,4.2,,2.2,,
DTE ELECTRIC CO,Non-Sovereign,Private Institution,Electric Utilities (NEC),,,,,,Green Bond,CBI Aligned Green bond,2019,US Dollar,650000000,Fixed Coupon,4.0,,2.2,,
POLAND  REPUBLIC OF (GOVERNMENT),Sovereign,Government,Government & Government Finance (NEC),Europe & Central Asia,High income,Developed,Poland,POL,Green Bond,CBI Aligned Green bond,2019,Euro,516350000,Fixed Coupon,2.0,,2.2,76.2, 76.9 
INTERNATIONAL FINANCE CORP,Non-Sovereign,Private Institution,Banks (NEC),,,,,,Green Bond,CBI Aligned Green bond,2019,Euro,18588600,Fixed Coupon,1.0,,2.2,,
KLABIN AUSTRIA GMBH,Non-Sovereign,Private Institution,Paper Packaging Wholesale,,,,,,Green Bond,CBI Aligned Green bond,2019,US Dollar,700000000,Fixed Coupon,7.0,,2.2,,
KLABIN AUSTRIA GMBH,Non-Sovereign,Private Institution,Paper Packaging Wholesale,,,,,,Green Bond,CBI Aligned Green bond,2019,US Dollar,700000000,Fixed Coupon,7.0,,2.2,,
JAPAN RAILWAY CONSTRUCTION TRANSPORT AND TECHNOLOGY AGENCY,Non-Sovereign,Private Institution,Passenger Transportation. Ground & Sea (NEC),,,,,,Green Bond,CBI Certified Green Bond,2019,Japanese Yen,66050198,Fixed Coupon,0.6,,2.2,,
KOREA HYDRO & NUCLEAR POWER CO LTD,Non-Sovereign,Private Institution,Nuclear Utilities,,,,,,Social Bond,,2019,South Korean Won,96323206,Fixed Coupon,1.8,,2.2,,
SOUTHWESTERN PUBLIC SERVICE CO,Non-Sovereign,Private Institution,Electric Utilities (NEC),,,,,,Green Bond,CBI Aligned Green bond,2019,US Dollar,300000000,Fixed Coupon,3.8,,2.2,,
JIANGXI  PROVINCE OF,Non-Sovereign,Government,Public Finance Activities,,,,,,Green Bond,CBI Aligned Green bond,2019,Chinese Yuan,41162427,Fixed Coupon,4.1,,2.2,,
MIDAMERICAN ENERGY CO,Non-Sovereign,Private Institution,Electric Utilities (NEC),,,,,,Green Bond,CBI Aligned Green bond,2019,US Dollar,900000000,Fixed Coupon,4.3,,2.2,,
STARBUCKS CORP,Non-Sovereign,Private Institution,Restaurants & Bars (NEC),,,,,,Sustainability Bond,,2019,US Dollar,1000000000,Fixed Coupon,4.5,,2.2,,
INTERNATIONAL BANK FOR RECONSTRUCTION AND DEVELOPMENT,Non-Sovereign,Private Institution,Banks (NEC),,,,,,Sustainability Bond,,2019,Euro,10327000,Fixed Coupon,1.0,,2.2,,
INTERNATIONAL FINANCE CORP,Non-Sovereign,Private Institution,Banks (NEC),,,,,,Green Bond,Self-Labeled Green Bond,2019,Swedish Krona,13711653,Fixed Coupon,0.6,,2.2,,
TOKYO  METROPOLITAN OF,Non-Sovereign,Government,Government & Government Finance (NEC),,,,,,Green Bond,CBI Aligned Green bond,2019,Japanese Yen,33025099,Fixed Coupon,0.5,,2.2,,
INTERSTATE POWER AND LIGHT CO,Non-Sovereign,Private Institution,Electric Utilities (NEC),,,,,,Green Bond,CBI Aligned Green bond,2019,US Dollar,300000000,Fixed Coupon,3.5,,2.2,,
PEPSICO INC,Non-Sovereign,Private Institution,Carbonated Soft Drinks,,,,,,Green Bond,CBI Aligned Green bond,2019,US Dollar,1000000000,Fixed Coupon,2.9,,2.2,,
KOREA ELECTRIC POWER CORP,Non-Sovereign,Private Institution,Electric Utilities (NEC),,,,,,Sustainability Bond,,2019,South Korean Won,41281374,Fixed Coupon,1.7,,2.2,,
INTERNATIONAL BANK FOR RECONSTRUCTION AND DEVELOPMENT,Non-Sovereign,Private Institution,Banks (NEC),,,,,,Sustainability Bond,,2019,Euro,30981000,Fixed Coupon,1.0,,2.2,,
INTERNATIONAL BANK FOR RECONSTRUCTION AND DEVELOPMENT,Non-Sovereign,Private Institution,Banks (NEC),,,,,,Sustainability Bond,,2019,Euro,20654000,Fixed Coupon,1.1,,2.2,,
BROOKFIELD RENEWABLE PARTNERS ULC,Non-Sovereign,Private Institution,Electric Utilities (NEC),,,,,,Green Bond,CBI Aligned Green bond,2019,Canadian Dollar,209878271,Fixed Coupon,4.3,,2.2,,
EUROPEAN BANK FOR RECONSTRUCTION AND DEVELOPMENT,Non-Sovereign,Private Institution,Banks (NEC),,,,,,Green Bond,Self-Labeled Green Bond,2019,Euro,72289000,Fixed Coupon,1.0,,2.2,,
EUROPEAN BANK FOR RECONSTRUCTION AND DEVELOPMENT,Non-Sovereign,Private Institution,Banks (NEC),,,,,,Green Bond,Self-Labeled Green Bond,2019,Euro,20654000,Fixed Coupon,1.1,,2.2,,
EUROPEAN BANK FOR RECONSTRUCTION AND DEVELOPMENT,Non-Sovereign,Private Institution,Banks (NEC),,,,,,Green Bond,Self-Labeled Green Bond,2019,Euro,41308000,Fixed Coupon,1.1,,2.2,,
INTERNATIONAL BANK FOR RECONSTRUCTION AND DEVELOPMENT,Non-Sovereign,Private Institution,Banks (NEC),,,,,,Sustainability Bond,,2019,Euro,51635000,Fixed Coupon,1.0,,2.2,,
JAPAN INTERNATIONAL COOPERATION AGENCY,Non-Sovereign,International Institution,National Security & International Affairs,,,,,,Social Bond,,2019,Japanese Yen,118890357,Fixed Coupon,0.5,,2.2,,
INTERNATIONAL BANK FOR RECONSTRUCTION AND DEVELOPMENT,Non-Sovereign,Private Institution,Banks (NEC),,,,,,Sustainability Bond,,2019,Euro,15490500,Fixed Coupon,1.2,,2.2,,
INTERNATIONAL BANK FOR RECONSTRUCTION AND DEVELOPMENT,Non-Sovereign,Private Institution,Banks (NEC),,,,,,Sustainability Bond,,2019,Euro,774525000,Fixed Coupon,0.3,,2.2,,
CHILE  REPUBLIC OF (GOVERNMENT),Sovereign,Government,Government & Government Finance (NEC),Latin America & Caribbean,High income,Developing,Chile,CHL,Green Bond,CBI Certified Green Bond,2019,US Dollar,2318357000,Fixed Coupon,3.5,,2.2,70.1, 68.6 
CELULOSA ARAUCO Y CONSTITUCION SA,Non-Sovereign,Private Institution,Forest & Wood Products (NEC),,,,,,Sustainability Bond,,2019,US Dollar,500000000,Fixed Coupon,5.2,,2.2,,
